iso3,country,region,subregion,GDP_capita_PPP_1999,GDP_capita_PPP_2000,GDP_capita_PPP_2001,GDP_capita_PPP_2002,GDP_capita_PPP_2003,GDP_capita_PPP_2004,GDP_capita_PPP_2005,GDP_capita_PPP_2006,GDP_capita_PPP_2007,GDP_capita_PPP_2008,GDP_capita_PPP_2009,GDP_capita_PPP_2010,GDP_capita_PPP_2011,GDP_capita_PPP_2012,GDP_capita_PPP_2013,GDP_capita_PPP_2014,GDP_capita_PPP_2015,GDP_capita_PPP_2016,GDP_capita_PPP_2017,population_2017,u5mr_1999,u5mr_2000,u5mr_2001,u5mr_2002,u5mr_2003,u5mr_2004,u5mr_2005,u5mr_2006,u5mr_2007,u5mr_2008,u5mr_2009,u5mr_2010,u5mr_2011,u5mr_2012,u5mr_2013,u5mr_2014,u5mr_2015,u5mr_2016,u5mr_2017,basic_sanitation_2015,basic_water_2015,Fruit_2016,Vegetables_2016,Whole grain_2016,Calcium_2016,Processed meat_2016,Red meat_2016,Salt_2016,Saturated fat_2016,Sugar_sweetened_beverages_2016,Trans fat_2016,child_overweight_plan,fbdg,overweight_adults_adoles_plan,sugar_tax,sodium_plan,wasting_plan,country_class,gender_inequality_score_2017,gender_inequality_rank_2017,female_secondary_enroll_net_1999,female_secondary_enroll_net_2000,female_secondary_enroll_net_2001,female_secondary_enroll_net_2002,female_secondary_enroll_net_2003,female_secondary_enroll_net_2004,female_secondary_enroll_net_2005,female_secondary_enroll_net_2006,female_secondary_enroll_net_2007,female_secondary_enroll_net_2008,female_secondary_enroll_net_2009,female_secondary_enroll_net_2010,female_secondary_enroll_net_2011,female_secondary_enroll_net_2012,female_secondary_enroll_net_2013,female_secondary_enroll_net_2014,female_secondary_enroll_net_2015,female_secondary_enroll_net_2016,adult_fem_diabetes_track,adult_fem_obesity_track,adult_mal_diabetes_track,adult_mal_obesity_track,fruit_veg_availability_1999,fruit_veg_availability_2000,fruit_veg_availability_2001,fruit_veg_availability_2002,fruit_veg_availability_2003,fruit_veg_availability_2004,fruit_veg_availability_2005,fruit_veg_availability_2006,fruit_veg_availability_2007,fruit_veg_availability_2008,fruit_veg_availability_2009,fruit_veg_availability_2010,fruit_veg_availability_2011,fruit_veg_availability_2012,fruit_veg_availability_2013
MMR,Myanmar,Asia,South-eastern Asia,1162.59,1306.44,1438.03,1593.46,1795.6,2020.12,2274.88,2553.19,2840.45,3112.24,3418.41,3721.21,3898.41,4148.7,4457.9,4770.01,5056.86,5305.05,5591.6,53370.61,92.2,89.8,87.4,85,82.5,80,77.5,74.8,72.1,89.7,66.7,64,61.4,59,56.6,54.4,52.4,50.5,48.6,64.70,67.54,58.03,160.73,20.35,0.25,0.55,12.55,2.90,0.07,90.28,0.00,Yes,No,Yes,No,Yes,Yes,experiencing two forms of malnutrition,0.46,105.00,29.60,34.05,35.12,34.71,35.36,39.91,41.25,43.68,44.55,No data,46.36,47.38,No data,No data,No data,49.76,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No data,244.89,245.31,253.98,262.79,274.65,294.38,284.32,310.35,309.39,313.53,314.23,323.06,339.72,325.89,330.84
MNE,Montenegro,Europe,Southern Europe,10066.69,10396.79,10468.93,10625.58,10846,11306,11761.25,12752.9,13602.59,14559.21,13686.1,14034.58,14472.47,14066.44,14551.45,14796.64,15289.72,15737.02,16409.29,628.96,14.6,14.1,13.6,12.9,12.2,11.4,10.6,9.8,9,8.2,7.4,6.8,6.1,5.6,5,4.6,4.1,3.8,3.5,95.91,7.92,164.11,413.81,20.01,0.67,2.57,43.53,4.62,0.08,97.69,0.00,Yes,No,Yes,No,Yes,No,experiencing two forms of malnutrition,0.13,32.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,90.18,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,No data,No data,No data,No data,No data,No data,No data,895.90,1004.38,1281.20,1229.56,1115.26,1130.19,972.74,1029.86
MNG,Mongolia,Asia,Eastern Asia,4643.48,4655.02,4748.23,4924.36,5214.6,5705.03,6047.13,6483.53,7055.14,7576.48,7367.79,7708.6,8881.48,9788.83,10720.06,11348.65,11411.94,11361.01,11840.85,3075.65,68.7,63.9,59,54.3,49.8,45.6,41.7,38,34.7,31.6,28.8,26.3,24.2,22.4,21,19.8,18.8,18,17.2,59.22,83.22,40.81,94.93,20.78,0.58,6.49,62.59,4.77,0.15,88.67,0.00,Yes,Yes,Yes,No,Yes,Yes,experiencing one form of malnutrition,0.30,65.00,65.22,68.72,74.53,77.75,81.95,85.28,87.28,86.07,No data,No data,No data,No data,No data,No data,No data,No data,No data,93.57,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,65.54,78.27,78.94,92.41,123.41,119.72,119.93,163.70,208.44,171.34,178.39,192.35,211.02,219.62,231.28
MOZ,Mozambique,Africa,Eastern Africa,567.51,561.61,615.31,650.15,672.16,703.39,742.42,791.93,826.16,857.53,885.74,917.76,954.8,994.12,1034.59,1079.82,1118.22,1127.35,1136.1,29668.83,179.7,170.4,161.8,154,146.7,140,133.6,127.3,120.5,113.9,107.6,103.1,97.6,92.2,87.2,83.2,78.6,74.8,72.4,23.56,47.26,35.18,33.17,23.91,0.17,0.36,6.60,2.62,0.06,84.65,0.00,No,No,No,No,No,Yes,experiencing two forms of malnutrition,0.55,136.00,2.25,2.66,2.86,3.62,No data,3.56,6.10,7.87,9.30,10.88,13.21,14.62,15.98,16.54,18.94,19.50,19.05,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,77.44,56.05,59.11,70.19,75.90,78.19,80.77,92.34,98.93,103.58,109.01,116.44,116.21,131.56,122.27
MRT,Mauritania,Africa,Western Africa,2847.72,2751.16,2724.59,2663.96,2743.13,2819.08,2985.69,3449.96,3448.65,3388.84,3259.08,3316.97,3371.99,3462.56,3565.52,3655.39,3601.61,3572.28,3597.63,4420.18,113.9,113.8,113.6,113.2,112.5,111.5,110,108,105.7,103.1,100.6,97.9,95,92.3,89.5,86.8,84.1,81.5,79,44.62,69.61,21.64,42.91,22.76,0.60,1.44,17.93,2.69,0.10,103.27,0.00,Yes,No,Yes,No,No,Yes,experiencing three forms of malnutrition,0.62,145.00,No data,No data,12.13,11.90,No data,11.87,13.13,13.45,No data,No data,No data,No data,No data,20.20,19.77,21.94,23.33,27.31,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,48.69,60.98,51.90,60.78,60.72,66.09,76.15,62.37,132.94,122.22,104.05,80.83,93.12,116.94,124.35
MUS,Mauritius,Africa,Eastern Africa,10260.37,11077.15,11272.81,11431.4,11763.99,12362.16,12441.74,13441.21,14146.4,14854.64,15306.39,15938.42,16561.77,17093.32,17628.83,18255.87,18864.11,19567.49,20292.74,1265.14,20.2,18.5,17.1,16.1,15.6,15.5,15.7,16,16.1,15.8,15.4,15,14.9,14.8,14.8,14.7,14.4,13.8,13.1,93.15,99.87,66.92,136.89,42.91,0.52,1.31,12.15,2.90,0.07,96.57,0.00,Yes,No,Yes,Yes,No,Yes,No data,0.37,83.00,66.52,67.61,69.92,74.02,No data,79.78,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,87.80,86.74,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,276.89,331.78,343.15,314.46,341.08,350.95,314.87,327.79,322.17,333.78,377.68,357.61,354.90,357.84,380.31
MWI,Malawi,Africa,Eastern Africa,878.13,865.96,800.38,792.45,815.74,836.93,840.19,854.16,908.31,948.23,996.25,1032.96,1051.19,1039.76,1062.16,1090.37,1088.7,1083.8,1095.04,18622.1,181.8,171.9,159.6,146.4,133.7,122.6,113.9,107.7,103.1,97.7,93.2,88.6,83.1,75.9,70.4,65.7,61.7,58.4,55.4,43.53,67.20,79.46,43.13,24.04,0.17,0.37,4.87,2.61,0.03,83.94,0.00,No,No,No,No,No,Yes,experiencing two forms of malnutrition,0.62,146.00,25.32,25.19,23.82,22.87,No data,21.22,20.77,22.52,22.49,24.58,25.30,26.92,27.71,27.73,30.04,31.44,32.38,30.80,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,222.62,224.97,223.35,232.93,241.36,247.61,243.62,246.18,243.84,227.11,235.18,236.15,230.23,230.42,230.61
MYS,Malaysia,Asia,South-eastern Asia,15332.83,16310.09,16039.43,16554.91,17165.68,17976.66,18577.09,19251.34,20093.27,20687.13,20009.2,21107.27,21818.88,22590.79,23224.19,24194.63,25001.61,25668.88,26808.16,31624.26,11,10.2,9.5,8.9,8.5,8.3,8.2,8,7.9,7.8,7.8,7.7,7.6,7.5,7.4,7.5,7.6,7.7,7.9,17.65,4.29,133.07,107.78,10.40,0.29,1.56,13.02,2.89,0.11,111.08,0.00,Yes,Yes,Yes,No,Yes,Yes,experiencing three forms of malnutrition,0.29,62.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,77.00,75.90,77.09,No progress or worsening,No data,No progress or worsening,No data,241.73,246.73,252.89,260.11,250.62,246.39,272.62,262.19,257.94,260.10,273.09,307.71,314.26,311.16,317.05
NAM,Namibia,Africa,Southern Africa,6030.94,6106.11,6068.32,6266.38,6451.87,7161.68,7259.83,7684.32,8097.55,8207.7,8113.87,8460.85,8721.26,8967.16,9255.66,9617.4,9975.13,9825.6,9541.81,2533.79,75.3,76.2,76.6,76.5,76,74.9,70.9,66.1,60.9,57,55.9,53.4,52.3,52.1,50.5,49,47.2,45.2,44.2,33.84,78.79,36.95,54.72,20.91,0.30,1.50,16.89,3.12,0.09,96.18,0.00,Yes,Yes,Yes,No,Yes,Yes,experiencing three forms of malnutrition,0.47,113.00,43.94,47.71,49.67,54.33,51.73,53.06,54.81,55.62,57.04,No data,No data,No data,No data,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,142.20,134.95,155.45,125.73,122.49,139.32,149.75,157.59,158.02,145.17,133.71,144.40,154.19,266.06,293.80
NER,Niger,Africa,Western Africa,792.48,753.43,778.23,773.07,785.05,757.69,763.21,778.13,773.27,816.24,780.42,814.24,801.6,862.87,874.08,904.46,908.18,917.14,926,21477.35,233.2,223.7,213.8,203.1,191.8,180.4,169.2,158.5,148.7,139.6,131.3,123.6,116.4,109.9,104.1,98.6,93.5,88.7,84.5,4.41,45.84,34.76,92.16,27.48,0.40,0.64,14.84,2.70,0.06,66.51,0.00,Yes,No,Yes,No,No,Yes,experiencing two forms of malnutrition,0.65,149.00,4.08,No data,4.06,4.22,4.73,5.75,6.76,No data,6.81,7.26,7.37,9.11,9.35,No data,No data,12.43,13.74,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,122.93,184.95,169.31,207.86,220.34,184.33,197.18,196.77,210.51,223.83,210.74,198.38,216.51,269.07,237.42
NGA,Nigeria,Africa,Western Africa,2772.89,2848.15,2900.04,2934.86,3157.61,4116.16,4149.28,4374.28,4551.61,4710.55,4904.92,5150.16,5259.3,5339.45,5479.06,5671.9,5670.64,5434.73,5338.45,190886.31,191.5,186.2,180.6,174.9,169.1,163.2,157.3,151.5,145.7,140.1,134.7,129.6,124.7,119.9,115.6,111.6,107.5,103.8,100.2,32.60,47.94,88.29,132.32,21.67,0.26,1.29,6.67,2.52,0.08,74.67,0.00,No,Yes,No,No,Yes,Yes,experiencing three forms of malnutrition,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,356.03,358.10,356.36,352.43,366.35,396.76,383.22,368.38,357.30,353.14,333.44,352.72,339.95,341.90,330.13
NIC,Nicaragua,Latin America and the Caribbean,Central America,3371.65,3456.08,3506.82,3484.76,3525.47,3664.62,3772.1,3864.69,4008.01,4092.06,3906.99,4028.71,4231.5,4453.25,4618.73,4784.83,4956.92,5130.58,5321.44,6217.58,41,38.7,36.5,34.5,32.7,31,29.3,27.8,26.3,25,23.7,22.6,21.6,20.7,19.9,19.2,18.5,17.9,17.2,76.35,23.54,59.93,20.90,189.23,0.36,0.75,7.16,3.62,0.07,302.04,0.01,No,No,No,No,No,Yes,experiencing one form of malnutrition,0.46,105.00,No data,38.21,40.03,42.38,No data,44.74,47.78,50.25,No data,No data,No data,52.96,No data,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,118.48,108.76,113.21,108.29,108.46,114.03,114.65,117.92,126.24,150.61,161.58,157.38,159.48,144.85,146.22
NLD,Netherlands,Europe,Western Europe,40312.24,41721.69,42287.56,42062.05,41982.92,42686.89,43507.3,44965.88,46527.62,47134.3,45125.81,45524.66,46066.65,45411.35,45191.49,45668.44,46494.36,47269.63,48472.54,17035.94,6.3,6.2,6.1,5.9,5.7,5.5,5.3,5.1,4.9,4.7,4.6,4.4,4.3,4.2,4.1,4.1,4,4,3.9,0.27,0.04,133.98,127.26,10.99,0.98,6.25,53.98,3.67,0.10,110.14,0.01,Yes,Yes,Yes,No,No,No,No data,0.04,3.00,91.28,No data,No data,89.47,88.56,89.22,87.85,89.23,89.17,88.76,88.23,88.50,89.71,90.20,No data,No data,93.24,93.80,On course,No progress or worsening,No progress or worsening,No progress or worsening,595.93,600.08,611.76,629.91,584.74,614.42,583.85,614.38,659.36,626.59,547.39,533.05,652.74,642.20,718.79
NOR,Norway,Europe,Northern Europe,56608.57,58045.07,58956.39,59482.37,59678.45,61675.6,62864.8,63854.11,65083.26,64586.18,62698.29,62350.41,62145.03,63003.41,62896.29,63419.31,64008.29,64159.54,64800.06,5305.38,5,4.9,4.7,4.5,4.4,4.2,4,3.9,3.7,3.5,3.4,3.2,3.1,3,2.9,2.8,2.7,2.6,2.6,19.61,4.98,148.74,105.63,56.69,0.97,26.19,51.94,4.45,0.09,96.23,0.00,Yes,Yes,Yes,Yes,Yes,No,No data,0.05,5.00,95.65,95.22,94.82,94.70,95.55,96.64,97.22,97.62,97.80,96.85,95.94,95.43,95.09,95.17,95.20,95.57,95.91,96.14,On course,No progress or worsening,No progress or worsening,No progress or worsening,468.08,463.08,484.24,521.67,547.08,563.36,564.08,575.63,603.17,629.25,569.54,545.78,590.81,585.97,597.52
NPL,Nepal,Asia,Southern Asia,1476.88,1539.72,1585.51,1561.28,1597.88,1648.98,1684.34,1720.85,1760.95,1850.03,1914.71,1985.98,2031.09,2103.35,2163.95,2266.18,2314.27,2297.65,2442.8,29305,86.4,81.5,77,72.7,68.7,65,61.5,58.2,55.2,52.3,49.7,47.1,44.8,42.4,40.3,38.3,36.6,35,33.7,46.13,60.99,74.86,191.30,23.89,0.31,0.77,9.61,5.28,0.04,72.91,0.01,Yes,Yes,Yes,No,Yes,Yes,experiencing two forms of malnutrition,0.48,116.00,No data,No data,No data,No data,No data,No data,No data,No data,41.66,45.00,No data,49.03,54.38,58.53,60.21,61.81,62.77,55.67,No progress or worsening,No data,No progress or worsening,No progress or worsening,245.54,257.20,278.72,286.63,301.33,315.56,333.24,332.45,348.59,379.38,390.99,425.75,451.44,502.27,480.19
NRU,Nauru,Oceania,Micronesia,No data,No data,No data,No data,No data,No data,No data,No data,3984.03,5384.92,5852.42,6592.44,7339.3,7905.09,10078.39,12561.45,12270.3,12950.53,12895.63,11.36,42.6,41.3,40.3,39.5,38.9,38.6,38.5,38.6,38.9,39.2,39.2,38.8,38.3,37.6,36.8,35.9,35,34,33,65.60,100.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No,No,Yes,Yes,No,No,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,73.94,No data,74.88,No data,68.88,On course,No progress or worsening,On course,No progress or worsening,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
NZL,New Zealand,Oceania,Australia and New Zealand,27161.39,27620.47,28500.95,29427.59,30162.5,30689.19,31351.84,31768.86,32657.58,31881.12,32168.77,32119.22,32734.54,33369.27,33782.1,34455.33,35309.82,35776.57,36085.84,4705.82,7.6,7.4,7.2,7,6.9,6.7,6.6,6.5,6.4,6.4,6.3,6.2,6.1,6,5.9,5.7,5.6,5.4,5.3,24.07,0.00,113.71,133.25,55.76,0.47,5.54,63.32,3.26,0.12,61.32,0.01,Yes,Yes,Yes,No,No,No,No data,0.14,34.00,No data,No data,No data,92.47,No data,No data,No data,No data,No data,No data,95.10,95.23,96.40,95.71,95.63,95.75,96.28,96.96,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,687.43,712.68,724.96,655.55,619.86,690.57,660.86,681.19,667.67,690.14,688.27,636.78,582.81,624.75,626.09
OMN,Oman,Asia,Western Asia,41954.73,43965.97,45400.33,44140.91,42044.74,41551.57,41458.38,42472.53,43034.66,44938.94,45635.96,45335.85,42121.43,43030.18,41924.81,40365.27,39873.39,39883.95,37960.71,4636.26,17.7,16.5,15.4,14.5,13.8,13.2,12.8,12.4,12.1,11.9,11.7,11.6,11.5,11.4,11.3,11.2,11.2,11.3,11.3,99.32,2.44,285.04,224.31,31.46,0.65,2.18,24.29,4.25,0.09,104.18,0.00,Yes,Yes,Yes,No,Yes,No,experiencing two forms of malnutrition,0.26,56.00,64.72,68.08,71.88,72.96,74.10,No data,No data,No data,No data,No data,87.60,No data,88.39,89.42,92.28,No data,93.80,94.46,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,745.04,817.53,823.11,861.79,814.37,852.35,803.40,838.05,881.24,926.72,1042.81,1140.35,1008.22,1051.75,912.33
PAK,Pakistan,Asia,Southern Asia,3429.29,3494.91,3486.72,3523.19,3617.68,3804.98,4013.43,4174.98,4288.33,4273.04,4304.47,4283.61,4309.76,4367.45,4464.09,4576.23,4695.7,4857.17,5034.71,197015.96,115.2,112.6,110,107.5,105.2,103,100.9,98.8,96.8,94.8,92.8,90.8,88.8,86.6,84.3,81.9,79.5,77.1,74.9,58.25,52.91,44.61,55.21,21.97,0.42,1.14,10.00,5.26,0.09,102.57,0.01,No,No,No,No,No,Yes,experiencing two forms of malnutrition,0.54,131.00,No data,No data,No data,No data,No data,No data,No data,27.65,29.44,29.77,30.64,No data,30.98,31.89,33.07,36.12,38.60,40.63,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,180.27,181.36,172.42,166.33,164.49,170.06,188.18,189.45,176.40,189.73,179.28,167.70,162.63,158.31,152.59
PAN,Panama,Latin America and the Caribbean,Central America,10549.84,10624.79,10480.58,10511.51,10749.09,11344.25,11937.6,12735.56,14006.17,15113.25,15031.3,15628.59,17093.84,18441.35,19377.91,20017.99,20786.66,21472.69,22267.04,4098.59,26.6,26.1,25.6,24.9,24.3,23.7,23.1,22.5,22,21.3,20.7,20.1,19.5,18.9,18.4,17.8,17.2,16.7,16.1,76.87,95.00,127.30,58.10,149.37,0.46,2.05,29.19,3.63,0.09,289.77,0.01,No,Yes,No,No,No,Yes,experiencing two forms of malnutrition,0.46,108.00,60.00,61.26,63.37,65.10,No data,64.49,64.54,No data,No data,66.11,66.38,68.59,68.38,No data,72.93,71.73,72.03,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,279.88,303.93,268.51,295.86,300.21,314.73,295.76,297.66,328.33,320.74,317.58,316.88,296.89,329.85,324.65
PER,Peru,Latin America and the Caribbean,South America,6479.47,6563.27,6516.69,6784.22,6978.57,7234.49,7595.27,8067.9,8649.08,9323.35,9308.67,9956.56,10449.09,10943.92,11430.26,11547.83,11770.03,12082.17,12236.71,32165.49,42,38.7,35.7,33.1,30.7,28.7,26.8,25.2,23.8,22.5,21.4,20.3,19.4,18.5,17.7,16.9,16.2,15.5,15,46.56,39.71,112.53,82.68,95.86,0.45,0.73,13.13,3.82,0.07,90.71,0.01,Yes,No,Yes,Yes,No,No,experiencing one form of malnutrition,0.37,82.00,61.77,63.86,66.66,67.36,No data,68.18,69.60,72.19,75.96,77.68,80.48,80.70,81.17,75.84,80.57,79.40,78.65,80.32,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,347.85,365.10,366.41,360.55,371.83,372.61,363.79,391.51,400.58,449.61,445.08,473.67,475.89,486.50,505.09
PHL,Philippines,Asia,South-eastern Asia,4133.4,4224.11,4255.04,4318.74,4441.68,4647.01,4778.97,4941.6,5181,5309.44,5284.87,5596.84,5707.2,5988.8,6306.75,6585.9,6874.58,7233.21,7599.19,104918.09,39.7,38.7,37.8,36.9,36,35.1,34.4,33.6,33,32.4,31.9,31.3,30.9,30.4,30,29.6,29.1,28.6,28.1,74.98,90.50,144.50,136.41,19.39,0.18,1.71,22.58,2.89,0.08,94.40,0.00,Yes,Yes,Yes,Yes,Yes,Yes,experiencing one form of malnutrition,0.43,96.00,52.14,No data,55.34,59.89,62.57,64.78,64.53,64.79,65.43,65.73,66.32,No data,No data,No data,72.58,No data,71.80,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,443.67,419.92,408.04,437.92,435.29,423.49,431.96,409.38,456.77,474.98,482.65,498.01,492.06,478.49,464.04
PLW,Palau,Oceania,Micronesia,No data,12391.11,12928.39,13195.13,12783.74,13446.34,14192.4,13740.6,13735.74,12783.52,12031.81,11846.57,12518.71,12915.34,12621.02,12854.52,14028.68,13896.58,13240.4,21.73,27.6,26.7,25.9,25,24.2,23.5,22.7,22,21.3,20.6,20,19.3,18.7,18,17.4,16.9,16.3,15.8,15.3,80.38,99.58,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,Yes,No,Yes,No,Yes,No,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
PNG,Papua New Guinea,Oceania,Melanesia,2888.61,2744.9,2672.54,2601.76,2592.44,2597.81,2695.62,2691.17,2918.72,2841.84,2965.23,3191.58,3155.4,3230.32,3282.46,3709.08,3824.73,3817.78,3823.19,8251.16,78.5,77.7,77.1,76.4,75.7,75.1,74.2,73,71.7,70.1,68.3,66.4,64.7,62.9,60.8,59,57.1,55.2,53.4,18.60,36.60,66.48,52.89,17.65,0.21,0.55,13.55,2.59,0.14,97.13,0.00,Yes,No,Yes,No,Yes,Yes,experiencing three forms of malnutrition,0.74,156.00,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
POL,Poland,Europe,Eastern Europe,13943.66,14732.48,14920.46,15232.13,15785.42,16605.82,17193.52,18267.59,19563.3,20391.9,20952.8,21770.64,22850.64,23218.11,23555.5,24347.07,25299.97,26035.84,27216.44,38170.71,9.9,9.3,8.8,8.4,8.1,7.8,7.6,7.3,7,6.7,6.3,6,5.6,5.4,5.2,5,4.9,4.8,4.7,20.99,4.01,76.20,252.87,18.95,0.68,3.34,51.10,4.53,0.08,104.22,0.00,Yes,Yes,Yes,No,Yes,No,No data,0.13,32.00,92.03,92.11,92.91,93.64,93.76,92.40,93.69,93.50,93.05,92.36,91.47,90.79,90.08,89.94,91.27,91.46,92.29,92.67,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,496.60,508.31,512.75,433.45,470.10,485.73,455.11,451.04,472.46,460.94,495.38,454.79,502.06,486.10,459.99
PRK,Democratic People's Republic of Korea,Asia,Eastern Asia,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,25490.97,67.2,59.9,52,44.6,38.8,34.9,32.9,32.3,32.2,31.8,30.9,29.5,27.6,25.7,23.9,22.4,21,20,19,77.13,99.62,63.98,216.24,38.99,0.20,0.45,6.06,4.19,0.04,80.14,0.00,No,No,Yes,No,Yes,Yes,experiencing two forms of malnutrition,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,98.65,No data,No data,No data,No data,No data,76.25,No data,On course,No progress or worsening,No progress or worsening,No progress or worsening,542.92,551.10,556.89,558.99,562.37,570.61,558.28,541.90,524.22,545.24,554.36,538.35,491.10,502.67,498.94
PRT,Portugal,Europe,Southern Europe,25227.39,25999.49,26318.48,26375.96,26031.65,26439.93,26593.29,26957.64,27575.24,27590.37,26743.2,27238.46,26780.21,25805.85,25654.61,26023.7,26607.83,27124.16,27936.9,10329.51,7.7,7.2,6.7,6.1,5.6,5.1,4.7,4.4,4.2,4.1,4,3.9,3.8,3.7,3.7,3.7,3.7,3.7,3.7,37.77,4.80,119.52,234.61,33.79,0.72,3.03,55.52,4.12,0.08,90.25,0.00,No,Yes,Yes,Yes,No,No,No data,0.09,19.00,83.55,84.22,81.86,81.25,84.01,No data,85.97,86.20,No data,No data,No data,No data,No data,No data,93.11,93.14,No data,94.10,On course,No progress or worsening,No progress or worsening,No progress or worsening,884.32,815.83,845.32,757.28,723.10,941.87,823.72,740.56,801.97,765.56,847.83,845.24,755.35,775.17,759.76
PRY,Paraguay,Latin America and the Caribbean,South America,6355.7,6084.79,5918.06,5807.25,5950.85,6088.3,6119.75,6318.75,6568.25,6892.41,6531.89,7289.51,7504.65,7312.41,8227.21,8501.54,8639.29,8871.38,8827.01,6811.3,34.7,33.9,33.1,32.4,31.6,30.9,30.2,29.4,28.6,27.7,26.9,26.1,25.4,24.6,23.8,23.1,22.4,21.6,21,91.22,98.89,109.08,93.29,121.41,0.46,0.90,39.97,3.82,0.08,171.03,0.00,Yes,Yes,Yes,No,Yes,Yes,experiencing two forms of malnutrition,0.47,111.00,47.61,No data,53.56,55.00,56.42,58.61,59.54,60.16,60.78,62.29,62.81,63.96,65.79,66.32,No data,No data,No data,No data,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,407.74,404.47,382.26,391.30,394.47,399.84,421.43,401.75,382.58,330.09,346.78,365.48,322.51,328.11,319.34
PSE,State of Palestine,Asia,Western Asia,4787.3,4202.92,3832.45,3682.8,3934.35,4164.75,4503.8,4188.94,4012.74,3612.14,4179.07,4172.75,4356.34,4841.81,4498.3,4319.53,4713.5,4738.02,4449.9,4920.72,31.1,30.2,29.3,28.5,27.8,27.1,26.4,25.7,25,24.5,23.9,23.5,23.1,22.8,22.5,22.2,21.9,21.4,20.9,35.69,87.65,68.37,144.14,49.51,0.32,0.46,9.11,4.23,0.07,110.71,0.00,No data,No,No data,No,No data,No data,experiencing two forms of malnutrition,No data,No data,74.09,76.39,77.99,80.02,82.59,86.17,87.46,89.06,89.05,89.09,87.70,86.14,85.00,84.61,84.14,84.05,84.88,85.94,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
QAT,Qatar,Asia,Western Asia,No data,108323.9,108055.01,110654.5,107615.9,116418.23,109802.36,118585.16,118831.66,119723.1,117064.86,125140.84,129349.92,125302.08,122636.92,120860.07,119749.43,118207.13,116935.6,2639.21,13,12.5,12,11.6,11.2,10.8,10.4,10.1,9.8,9.5,9.3,9.1,8.9,8.7,8.5,8.3,8.1,7.8,7.6,11.55,100.00,261.33,523.30,27.39,0.92,4.27,28.91,4.25,0.07,108.30,0.00,No,Yes,Yes,No,No,No,No data,0.21,44.00,79.99,No data,No data,80.40,No data,87.42,86.71,85.36,84.97,No data,90.61,92.27,No data,89.32,86.81,88.35,89.61,89.10,No progress or worsening,No progress or worsening,No progress or worsening,No progress or worsening,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
